Time,Pressure,Sea Surface Temperature,Wave Height,Wind Speed,Total Precipitation,Noise 500Hz,Noise 1000Hz,Noise 1600Hz
201609290600 ,0.649608867,0.863713567,0.245906033,0.499597961,0.886183409,0.536233267,0.771007193,0.575010723
201609290900 ,0.353799774,0.003288846,0.989146024,0.291410496,0.096706323,0.136075397,0.442237982,0.760837837
201609291200 ,0.437208653,0.82030264,0.164070165,0.371345402,0.348066786,0.79865316,0.520026646,0.424876842
201609291500 ,0.043363762,0.422083909,0.074966887,0.777568124,0.002200424,0.891245176,0.96059376,0.453278501
201609291800 ,0.078872828,0.630080194,0.422191014,0.76496547,0.029347898,0.269242638,0.799139577,0.900094462
201609292100 ,0.067050515,0.97403363,0.265545607,0.882320783,0.445898322,0.593376467,0.244466767,0.258876495
201609300000 ,0.865545924,0.180249708,0.624527471,0.663080919,0.521174401,0.03688491,0.453774049,0.487800684
201609300300 ,0.804990231,0.538882892,0.989828272,0.116657817,0.416485787,0.093438028,0.419607324,0.349599708
201609300600 ,0.493075878,0.791338017,0.643080494,0.584720095,0.944021816,0.371639692,0.646381711,0.154598244
201609300900 ,0.796244317,0.281280388,0.957597843,0.950352033,0.409046899,0.306819264,0.788137684,0.961449105
201609301200 ,0.457131897,0.499804522,0.40789568,0.514365671,0.76400274,0.628522616,0.56928004,0.130562451
201609301500 ,0.435760651,0.13328899,0.187299129,0.270632377,0.658685451,0.978680512,0.148801408,0.601349023
201609301800 ,0.489222293,0.713081818,0.578587316,0.980575064,0.913251885,0.067053137,0.39566634,0.451788789
201609302100 ,0.037674095,0.098954126,0.047860773,0.824794034,0.282640897,0.230158063,0.974625752,0.566582934
201610010000 ,0.408469882,0.132931468,0.669428582,0.839537371,0.100906714,0.620824556,0.164607702,0.12152427
201610010300 ,0.933396104,0.439367819,0.613255584,0.949863733,0.070463155,0.511192744,0.482423723,0.873998052
201610010600 ,0.994063768,0.150195508,0.923718776,0.142846588,0.386719498,0.830849821,0.138805947,0.703699254
201610010900 ,0.780872041,0.374734166,0.583683191,0.499310197,0.917802801,0.374467,0.75301735,0.11063919
201610011200 ,0.962335735,0.000195422,0.36487598,0.907408017,0.399864721,0.310845541,0.269927775,0.960983423
201610011500 ,0.647543865,0.937282378,0.39061185,0.274012464,0.091364666,0.700109828,0.802070107,0.945102507
201610011800 ,0.710354474,0.137083303,0.783033594,0.281896621,0.292908924,0.310389463,0.823214545,0.479111241
201610012100 ,0.279372524,0.518564976,0.196581315,0.931067575,0.234092015,0.577392296,0.465774011,0.528392783
201610020000 ,0.693484926,0.117058986,0.839407013,0.549323454,0.642222202,0.479133896,0.877183571,0.470615673
201610020300 ,0.96766172,0.570908461,0.682815079,0.478677278,0.370235649,0.926361549,0.70778319,0.983687615
201610020600 ,0.447343119,0.172104544,0.810338259,0.37006122,0.052882509,0.210661217,0.448443621,0.547284677
201610020900 ,0.925217098,0.465746362,0.870830491,0.666826262,0.253203005,0.332496663,0.69278858,0.495197569
201610021200 ,0.574747491,0.04723328,0.134665769,0.848216597,0.013619822,0.293542466,0.668800527,0.753742997
201610021500 ,0.160904721,0.127433022,0.698691287,0.940073518,0.130111172,0.014580978,0.127755153,0.469051672
201610021800 ,0.481215139,0.065509349,0.274956207,0.943666492,0.64216829,0.88516969,0.413214563,0.052796279
201610022100 ,0.368933846,0.004047133,0.421923697,0.431032845,0.676938705,0.15423296,0.668807319,0.86616726
201610030000 ,0.661274812,0.363488538,0.7859954,0.213249062,0.91898739,0.233405868,0.895789358,0.357547226
201610030300 ,0.402197687,0.672442281,0.857415588,0.192821659,0.607236091,0.326972763,0.589339813,0.531206608
201610030600 ,0.934206309,0.439957152,0.540993971,0.344879264,0.239366684,0.515482217,0.884633048,0.604736669
201610030900 ,0.604318924,0.837649468,0.907438301,0.266334102,0.446354067,0.741458986,0.964889216,0.650799237
201610031200 ,0.43346554,0.255870984,0.122232497,0.613049959,0.507403582,0.803029817,0.337941848,0.800537523
201610031500 ,0.72261547,0.495134943,0.067250833,0.207594411,0.55747457,0.899856757,0.402052024,0.715072182
201610031800 ,0.602036358,0.854532135,0.353409301,0.254051037,0.097465713,0.910290522,0.178050029,0.629339206
201610032100 ,0.678508281,0.728292643,0.574078343,0.277936857,0.489775443,0.262054451,0.095502404,0.538619774
201610040000 ,0.573396757,0.058123446,0.550617117,0.709544827,0.964021698,0.619293888,0.784208402,0.721012681
201610040300 ,0.605231278,0.130183879,0.767674661,0.395214954,0.39691784,0.349697378,0.647814902,0.273636772
201610040600 ,0.441440088,0.662909378,0.200583011,0.35341964,0.29677958,0.702376774,0.281021106,0.507873282
201610040900 ,0.089217201,0.125817465,0.82030213,0.560178844,0.72414005,0.697226798,0.574883216,0.173858048
201610041200 ,0.851733556,0.48340406,0.52646783,0.985766792,0.345942641,0.390117525,0.655276235,0.75625238
201610041500 ,0.801409735,0.09769858,0.313414862,0.473095316,0.309404865,0.213689615,0.02042482,0.305483717
201610041800 ,0.769104523,0.835932185,0.833773141,0.312762854,0.841834156,0.847098699,0.62082177,0.792239084
201610042100 ,0.843934356,0.545613812,0.329500425,0.570281478,0.764559502,0.350956694,0.902584003,0.010151733
201610050000 ,0.820095507,0.499047795,0.622765619,0.763236109,0.545545757,0.820040876,0.850088985,0.763378028
201610050300 ,0.06471521,0.976718743,0.786870471,0.017967617,0.771804182,0.279882947,0.156850878,0.575237407
201610050600 ,0.422527988,0.608210398,0.503073655,0.279914061,0.158747538,0.884000634,0.930001185,0.770250167
201610050900 ,0.947144206,0.784061686,0.354572602,0.790047573,0.566881615,0.100685465,0.244464098,0.689593702
201610051200 ,0.745039821,0.038038336,0.637881847,0.546600239,0.507883483,0.098515557,0.186510975,0.380810801
201610051500 ,0.029154615,0.454682066,0.334615065,0.019483486,0.670774817,0.077042426,0.998998247,0.211167847
201610051800 ,0.674448998,0.859529806,0.272607036,0.563858328,0.345810485,0.670724369,0.271116166,0.137791564
201610052100 ,0.584428371,0.441118266,0.670089686,0.06017145,0.05127257,0.59887542,0.485447505,0.898045186
201610060000 ,0.713456914,0.281114267,0.61937687,0.730041939,0.34208558,0.189956907,0.485783808,0.948943191
201610060300 ,0.849566001,0.266197073,0.050420266,0.747971686,0.091866855,0.998584973,0.625922486,0.261228923
201610060600 ,0.699253062,0.166314644,0.1584019,0.296640541,0.051822011,0.565163983,0.912192831,0.564050329
201610060900 ,0.332404079,0.066161357,0.638850274,0.196933796,0.142460192,0.275311229,0.095948245,0.598537366
201610061200 ,0.009090228,0.379684384,0.354124777,0.869867168,0.595840666,0.347407676,0.818768418,0.104537766
201610061500 ,0.986175868,0.575642587,0.024022824,0.260633288,0.951949388,0.209593247,0.964019119,0.770231897
201610061800 ,0.236261901,0.040030883,0.31756524,0.804014554,0.274445759,0.500774042,0.260824569,0.155491359
201610062100 ,0.877373228,0.65495193,0.438822594,0.605319547,0.636045628,0.734780233,0.558774997,0.584781523
201610070000 ,0.471121117,0.091882596,0.632682193,0.551175591,0.021178191,0.667682671,0.118117368,0.64420927
201610070300 ,0.106842122,0.55236172,0.812106988,0.475842979,0.566530635,0.52431522,0.535288617,0.202093943
201610070600 ,0.932852128,0.559296544,0.541104116,0.284281243,0.784641972,0.370155441,0.583269332,0.070353617
201610070900 ,0.366321767,0.659587681,0.116604647,0.870174458,0.483028009,0.439730888,0.967384414,0.853726866
201610071200 ,0.167501777,0.585269378,0.735524063,0.153466925,0.809372228,0.518450794,0.825818706,0.602906416
201610071500 ,0.76135219,0.6337896,0.779355106,0.862504965,0.261197067,0.416912291,0.353157132,0.233002593
201610071800 ,0.310788441,0.170163561,0.517130241,0.154544747,0.695588841,0.248303092,0.448785941,0.529748115
201610072100 ,0.358561529,0.000592295,0.038586397,0.213152755,0.087338003,0.458497297,0.543000515,0.210145587
201610080000 ,0.085845347,0.905602087,0.458834772,0.904537569,0.157546259,0.552716331,0.365859987,0.760328717
201610080300 ,0.511788874,0.871094256,0.459547824,0.831825304,0.610533205,0.890327388,0.189397996,0.50482411
201610080600 ,0.822248797,0.810555482,0.161820979,0.625528737,0.377910578,0.676453253,0.249141621,0.998842767
201610080900 ,0.140199952,0.462892318,0.189130115,0.257586921,0.277745793,0.779275884,0.721644979,0.213496878
201610081200 ,0.33788234,0.619575072,0.836079564,0.999253076,0.264864245,0.303618886,0.503228033,0.045394485
201610081500 ,0.167080227,0.366490042,0.097416809,0.87495045,0.227994481,0.239129112,0.660773504,0.719355689
201610081800 ,0.098208264,0.560607576,0.654461225,0.777231966,0.046072027,0.41681039,0.399679367,0.425144753
201610082100 ,0.498367289,0.888296441,0.202710361,0.586460897,0.961672761,0.22817458,0.671844595,0.48769752
201610090000 ,0.286717631,0.932765214,0.53828209,0.375300229,0.63330821,0.147986273,0.128330144,0.566033223
201610090300 ,0.315935996,0.87422873,0.306262079,0.74527572,0.870152466,0.247256336,0.157463595,0.522946099
201610090600 ,0.188812541,0.35900924,0.391159126,0.579525227,0.538174052,0.131070943,0.620501288,0.055376609
201610090900 ,0.134636536,0.410980278,0.356791216,0.942630872,0.620677174,0.334145046,0.715054764,0.37677361
201610091200 ,0.432517833,0.011843298,0.006990189,0.506458997,0.234913845,0.480564867,0.922122415,0.632313568
201610091500 ,0.697264636,0.304968875,0.49225049,0.836675822,0.398076867,0.557013373,0.672827861,0.18452582
201610091800 ,0.136853603,0.400330793,0.96796327,0.903919883,0.774530966,0.244624153,0.029598275,0.509185481
201610092100 ,0.999817161,0.725981547,0.29866771,0.376034387,0.486115007,0.834799977,0.573389229,0.950774544
201610100000 ,0.777342755,0.880852196,0.917433252,0.66349492,0.812144909,0.941909967,0.211036878,0.24875421
201610100300 ,0.025787363,0.501611522,0.79907393,0.707517237,0.821700848,0.840456702,0.741031713,0.14895966
201610100600 ,0.531770365,0.948055778,0.007031324,0.684065897,0.285168975,0.638280192,0.98507427,0.51401809
201610100900 ,0.262368966,0.902187088,0.823911823,0.823892876,0.932641324,0.094128484,0.399033905,0.478475739
201610101200 ,0.582976301,0.844355551,0.080675205,0.809108546,0.378067834,0.764170026,0.925812461,0.198873639
201610101500 ,0.04450517,0.849958791,0.085120277,0.662985563,0.984237484,0.587099887,0.408980499,0.586195992
201610101800 ,0.943579138,0.69629414,0.204007123,0.833422015,0.333277016,0.958728627,0.900170709,0.831319564
201610102100 ,0.85644073,0.427972483,0.339167076,0.776231633,0.620586411,0.330475336,0.637555966,0.439125306
201610110000 ,0.817585462,0.926982104,0.394093618,0.089034542,0.730527384,0.051213329,0.789659194,0.298658976
201610110300 ,0.972812831,0.903553736,0.758104969,0.428730951,0.318449023,0.072475686,0.658822134,0.095043001
201610110600 ,0.909000693,0.710805815,0.030780545,0.485334731,0.207975828,0.500203142,0.222446096,0.239126433
201610110900 ,0.60156797,0.662696861,0.994857544,0.577429496,0.390908196,0.290662336,0.101062654,0.477496876
201610111200 ,0.599263704,0.882087151,0.689173371,0.432340861,0.725627885,0.996102364,0.964226764,0.046196934
201610111500 ,0.116677101,0.859663315,0.57203887,0.885602059,0.690405972,0.157933505,0.90989943,0.755022911
201610111800 ,0.010488721,0.465746591,0.974338187,0.121027777,0.329182382,0.268242445,0.225586687,0.746859869
201610112100 ,0.339785668,0.605727511,0.178427043,0.319524269,0.376363157,0.101620131,0.268146902,0.514814983
201610120000 ,0.929177667,0.990485192,0.522610795,0.920511405,0.849209202,0.83089544,0.184616396,0.015432385
201610120300 ,0.630677085,0.176869006,0.147734012,0.907376479,0.070055635,0.047858267,0.323534035,0.914925869
201610120600 ,0.371385199,0.069844211,0.796395545,0.648757813,0.683141604,0.746222097,0.512598765,0.303003568
201610120900 ,0.646330013,0.817464676,0.193738983,0.517382252,0.788075145,0.374656503,0.062208099,0.536552663
201610121200 ,0.703545044,0.027966781,0.121200302,0.639270611,0.140260603,0.800611126,0.330885754,0.938555126
201610121500 ,0.524505923,0.745991811,0.201521269,0.627283193,0.156637291,0.787051208,0.757220099,0.986234627
201610121800 ,0.332809977,0.743737436,0.625619135,0.135920013,0.711653696,0.892500277,0.795011417,0.509811488
201610122100 ,0.181383069,0.841382293,0.458515529,0.398696835,0.682863784,0.489556254,0.822697808,0.822455001
201610130000 ,0.403684341,0.208520269,0.225707589,0.194659727,0.547316654,0.351148404,0.30362231,0.120276787
201610130300 ,0.384235843,0.832496741,0.911835077,0.09464307,0.071768281,0.616556432,0.180033691,0.748661362
201610130600 ,0.461637862,0.627076588,0.069338873,0.06371032,0.732084356,0.645750141,0.532093633,0.680315739
201610130900 ,0.138610326,0.236866165,0.19359421,0.406697563,0.345414134,0.637545938,0.016956129,0.042824888
201610131200 ,0.859509333,0.024457549,0.177681766,0.64581308,0.274106137,0.664131413,0.746258567,0.434397654
201610131500 ,0.684651568,0.930961838,0.19023369,0.706547474,0.751030227,0.418225456,0.393060026,0.049358835
201610131800 ,0.702868417,0.067503839,0.341111671,0.812490027,0.827103103,0.595051886,0.028318128,0.229207296
201610132100 ,0.643420858,0.916614559,0.696419828,0.524225564,0.560640031,0.220337163,0.07928878,0.29632834
201610140000 ,0.991897555,0.213822753,0.611185486,0.681649965,0.028028527,0.685817068,0.953602457,0.422733095
201610140300 ,0.67090687,0.885510161,0.629431513,0.0773606,0.394776497,0.831129669,0.781975245,0.469701705
201610140600 ,0.633083119,0.984724201,0.216020275,0.364661242,0.329934896,0.689502033,0.005235788,0.413709941
201610140900 ,0.490165415,0.717635427,0.972998005,0.053127757,0.863066569,0.907763571,0.580517854,0.057593454
201610141200 ,0.838860422,0.174998972,0.00635936,0.264793268,0.139492331,0.170300963,0.961624654,0.243758318
201610141500 ,0.499425119,0.383296186,0.517764667,0.332826828,0.920793088,0.103862715,0.795623077,0.020695048
201610141800 ,0.207014994,0.233468605,0.276034756,0.037923556,0.820264806,0.942993468,0.280889429,0.213282523
201610142100 ,0.150804553,0.475348044,0.50896727,0.038148341,0.510247724,0.003454125,0.235843105,0.44503324
201610150000 ,0.9656801,0.171645582,0.578770172,0.166486662,0.813195731,0.54805826,0.726594513,0.584712385
201610150300 ,0.898343976,0.64252573,0.002612648,0.680940856,0.704640524,0.607211486,0.128943074,0.522019268
201610150600 ,0.975251867,0.636313506,0.863144966,0.95232609,0.873757698,0.934520267,0.945654933,0.848488762
201610150900 ,0.456974197,0.594783182,0.038359998,0.297741912,0.045316611,0.699253881,0.462273559,0.297706103
201610151200 ,0.341305101,0.850547884,0.250630497,0.873356149,0.481547032,0.774606962,0.557997738,0.795418659
201610151500 ,0.421842978,0.609624842,0.617715069,0.507770973,0.216686202,0.233687715,0.864022927,0.760151342
201610151800 ,0.075495586,0.370313826,0.646924412,0.429537335,0.928389688,0.549237923,0.46148504,0.033212905
201610152100 ,0.135090698,0.693705959,0.861035743,0.865398586,0.24420891,0.673214423,0.592690622,0.563802382
201610160000 ,0.536523921,0.385895332,0.77854829,0.647392417,0.367166645,0.91532899,0.377978571,0.830095575
201610160300 ,0.831232201,0.003156643,0.185582437,0.118770583,0.559950284,0.902135317,0.010141529,0.287549575
201610160600 ,0.191722524,0.775856573,0.027405972,0.118249024,0.474160277,0.772680508,0.586648975,0.437810858
201610160900 ,0.116818022,0.823159122,0.959521087,0.693394255,0.645828119,0.91573519,0.233518506,0.614864389
201610161200 ,0.904494831,0.799537252,0.386450489,0.145424236,0.777989367,0.655686832,0.484748563,0.302936234
201610161500 ,0.933560178,0.854518577,0.362819189,0.981716408,0.208195337,0.31722352,0.386410083,0.678207513
201610161800 ,0.118937864,0.770452473,0.780519754,0.581652382,0.872627854,0.055593446,0.641060653,0.069730662
201610162100 ,0.797668677,0.879425378,0.878926766,0.416061362,0.664200569,0.437576738,0.524894122,0.249284275
201610170000 ,0.666143933,0.223798695,0.408186354,0.202940379,0.344500106,0.417862286,0.245342591,0.699321041
201610170300 ,0.773634153,0.827033895,0.729345939,0.696433254,0.480478479,0.494138042,0.184906781,0.794983308
201610170600 ,0.553561525,0.950686557,0.383852872,0.176751345,0.142714248,0.125884113,0.631997769,0.597357779
201610170900 ,0.352644347,0.234994966,0.517951736,0.456515082,0.257999775,0.521026301,0.639651932,0.093181831
201610171200 ,0.947017706,0.268183424,0.019007897,0.108731439,0.05895522,0.836282221,0.238510927,0.558386143
201610171500 ,0.584474301,0.476753451,0.413763123,0.981498499,0.902001603,0.0945335,0.934803446,0.226287309
201610171800 ,0.362315213,0.17068746,0.402201249,0.954251909,0.392581642,0.477985491,0.686484608,0.071745768
201610172100 ,0.369083574,0.403058179,0.308763212,0.11661555,0.965049089,0.080467916,0.897196312,0.777832452
201610180000 ,0.902679585,0.306902113,0.522364073,0.776411903,0.465494405,0.161334298,0.62062976,0.554019047
201610180300 ,0.750461036,0.084316789,0.371802316,0.871459919,0.047456274,0.708905406,0.545409574,0.008913906
201610180600 ,0.516239225,0.468094264,0.785841817,0.010078112,0.84394917,0.15060149,0.453700555,0.43639155
201610180900 ,0.122393027,0.799608345,0.492218204,0.718321945,0.361008124,0.563274334,0.170698186,0.809666593
201610181200 ,0.482207289,0.886432037,0.247449754,0.376795877,0.092058351,0.4575002,0.705001528,0.674907525
201610181500 ,0.493602113,0.062440422,0.014732647,0.757450352,0.854887326,0.644288671,0.156027365,0.20275456
201610181800 ,0.497569687,0.151444256,0.35848314,0.295374766,0.021848058,0.221365495,0.777988608,0.049955384
201610182100 ,0.884340724,0.858543298,0.304763374,0.123180812,0.41777066,0.462399509,0.664921838,0.144967445
201610190000 ,0.175207907,0.171261236,0.354885611,0.220371028,0.678755391,0.484314939,0.686033064,0.647577544
201610190300 ,0.698149145,0.377646512,0.266329335,0.298107747,0.621893862,0.629516114,0.841838966,0.157702326
201610190600 ,0.080268527,0.637803053,0.312061125,0.675198833,0.476824462,0.497355328,0.791032434,0.601025769
201610190900 ,0.825725566,0.098280832,0.793038901,0.082676192,0.144470292,0.852307246,0.186030787,0.421327134
201610191200 ,0.737901147,0.633954373,0.281546246,0.536512223,0.589126675,0.817403783,0.248223512,0.104113122
201610191500 ,0.142564242,0.870389349,0.820244977,0.668589442,0.41883159,0.400869627,0.556398928,0.400585142
201610191800 ,0.77849568,0.024994672,0.680200089,0.521936599,0.176676468,0.58730823,0.074238519,0.162732324
201610192100 ,0.92128818,0.74591412,0.851541366,0.464355181,0.487918199,0.425007908,0.632165649,0.600653263
201610200000 ,0.568468521,0.928303489,0.717455562,0.167944787,0.823389837,0.631177944,0.384108726,0.101376499
201610200300 ,0.210468855,0.130455224,0.694594947,0.45053221,0.161216391,0.780853724,0.818210895,0.100097491
201610200600 ,0.863820951,0.788489053,0.859274227,0.651731281,0.266891496,0.954248763,0.039219084,0.144813723
201610200900 ,0.995438939,0.010188524,0.961000526,0.639517274,0.82182491,0.722723834,0.071106104,0.409561127
201610201200 ,0.198642971,0.707242221,0.483875428,0.060763946,0.284069202,0.447743421,0.441733803,0.603422893
201610201500 ,0.339727702,0.826051705,0.436777022,0.948350282,0.017068154,0.411212499,0.409301214,0.021319255
201610201800 ,0.48214687,0.531165116,0.38306103,0.112960353,0.326756362,0.705700936,0.43043807,0.923913166
201610202100 ,0.19992042,0.324363278,0.677661746,0.190865786,0.311265705,0.993077558,0.874126326,0.971763158
201610210000 ,0.795500713,0.227872031,0.037459184,0.781763996,0.269171654,0.955190387,0.867258091,0.885257853
201610210300 ,0.514278405,0.150111886,0.162908428,0.606684176,0.831958969,0.674412079,0.058354123,0.983712983
201610210600 ,0.803831653,0.076745562,0.754930533,0.097088917,0.941737362,0.604788431,0.339864695,0.066949632
201610210900 ,0.727894264,0.03954813,0.29619339,0.858637051,0.179246309,0.273629351,0.129884014,0.217409012
201610211200 ,0.76142791,0.946605104,0.972556486,0.428763985,0.733160118,0.875590422,0.986048319,0.598522917
201610211500 ,0.016544871,0.870075845,0.258945791,0.209638018,0.512571174,0.441196292,0.00342062,0.676706028
201610211800 ,0.587640551,0.6992854,0.152104728,0.935896231,0.671124892,0.470520892,0.318209507,0.151000635
201610212100 ,0.531298667,0.782901429,0.638082428,0.692555551,0.906717507,0.011989954,0.641518323,0.073490202
201610220000 ,0.637633247,0.653358372,0.309975448,0.329542259,0.14841586,0.2489535,0.006727022,0.710653504
201610220300 ,0.862969474,0.326730906,0.664064657,0.304041908,0.213111885,0.851472847,0.000539731,0.120303241
201610220600 ,0.868751423,0.317368049,0.786141793,0.845119548,0.663902398,0.12078036,0.770269293,0.992709147
201610220900 ,0.197992498,0.134179075,0.393090035,0.077611629,0.140451026,0.686226879,0.852532348,0.146176403
201610221200 ,0.755997375,0.240368671,0.345099949,0.057191515,0.85598394,0.620370383,0.045077246,0.644079351
201610221500 ,0.665403146,0.078974265,0.746265466,0.328812695,0.641001171,0.886287763,0.545364073,0.583805517
201610221800 ,0.88855069,0.489266647,0.006651172,0.085980956,0.57878797,0.082503653,0.533638928,0.264644436
201610222100 ,0.0685859,0.757969048,0.779463373,0.050684764,0.357071456,0.193451354,0.116421376,0.332594145
201610230000 ,0.550000672,0.261321744,0.729785651,0.215921166,0.021405876,0.953846343,0.507294226,0.360200271
201610230300 ,0.283836341,0.233231159,0.691601175,0.366252997,0.627210035,0.760055624,0.418979189,0.5219847
201610230600 ,0.878313336,0.982514196,0.656483042,0.764397449,0.444194393,0.773574577,0.141330701,0.51363397
201610230900 ,0.211503036,0.820281084,0.444402631,0.523561857,0.841610911,0.982115532,0.155266413,0.331739856
201610231200 ,0.692201587,0.843754932,0.748656129,0.835170174,0.772312336,0.2017548,0.219371794,0.664241389
201610231500 ,0.026089493,0.741506827,0.443889316,0.840048104,0.277774912,0.994380437,0.871111418,0.445806311
201610231800 ,0.421889039,0.310143268,0.764017426,0.725233321,0.912296745,0.790125875,0.080805745,0.516187021
201610232100 ,0.712868755,0.097103356,0.846830328,0.654286848,0.924834493,0.32091765,0.590078505,0.984069757
201610240000 ,0.445815815,0.773478049,0.897527463,0.61485798,0.601624024,0.218293454,0.963953853,0.490941044
201610240300 ,0.215476667,0.83357671,0.675184135,0.882746876,0.633011758,0.945900994,0.988126626,0.664689208
201610240600 ,0.883036601,0.912840219,0.888656827,0.04483797,0.382844932,0.171776732,0.434358317,0.37070123
201610240900 ,0.243652391,0.55410933,0.586873727,0.023424946,0.190476902,0.072019591,0.721343782,0.197279472
201610241200 ,0.105958896,0.330558805,0.584250363,0.197599669,0.869228238,0.569988481,0.176092847,0.566700318
201610241500 ,0.671627484,0.950566012,0.921380229,0.213076714,0.913895695,0.799007336,0.651554144,0.618422905
201610241800 ,0.172634362,0.757018524,0.45052456,0.408773973,0.503651606,0.16228264,0.829162931,0.374404653
201610242100 ,0.296081406,0.960681289,0.585880121,0.94217347,0.039978951,0.392998245,0.142083873,0.032655279
201610250000 ,0.934172493,0.374429071,0.260694841,0.554948654,0.601377018,0.521731218,0.851195961,0.641043264
201610250300 ,0.030840858,0.466735429,0.217826866,0.266032644,0.313377146,0.839627428,0.67380382,0.373726951
201610250600 ,0.599284178,0.785641939,0.222938069,0.430778728,0.851031208,0.270388455,0.655915101,0.99786596
201610250900 ,0.421365317,0.442684546,0.032713478,0.071931869,0.584519491,0.595942391,0.081629808,0.511937197
201610251200 ,0.569105,0.538866678,0.584010626,0.427138604,0.26420561,0.898366438,0.218529927,0.18771115
201610251500 ,0.13994785,0.162740785,0.364596555,0.238569314,0.579585868,0.529725483,0.595002456,0.285037212
201610251800 ,0.998277589,0.987702515,0.642283809,0.718700904,0.299684196,0.713543703,0.254415702,0.480336983
201610252100 ,0.811244471,0.044807028,0.142542693,0.231835477,0.214573366,0.649102064,0.784703292,0.38791895
201610260000 ,0.332833997,0.980358236,0.841332614,0.590204593,0.904596373,0.736659755,0.367470492,0.331433045
201610260300 ,0.99642841,0.353443121,0.301843379,0.039246985,0.319406501,0.667739761,0.696965455,0.210627764
201610260600 ,0.01916038,0.299968758,0.508845831,0.446757197,0.935430882,0.719063491,0.702289021,0.041149067
201610260900 ,0.668193341,0.01856726,0.438573414,0.625278304,0.23665775,0.435587701,0.527341088,0.106001755
201610261200 ,0.318020473,0.694808228,0.632497693,0.989421829,0.184920731,0.876450049,0.524990639,0.862959003
201610261500 ,0.959469441,0.154341981,0.522225184,0.043811629,0.947683746,0.885883767,0.831682626,0.376174633
201610261800 ,0.881557455,0.846153078,0.239765817,0.510653012,0.694916545,0.833595114,0.823061731,0.740366224
201610262100 ,0.321935249,0.938790955,0.1077602,0.504391769,0.35768021,0.344315346,0.107282361,0.774391657
201610270000 ,0.503954228,0.339912557,0.216213979,0.329110998,0.317615581,0.564149724,0.939166901,0.861983299
201610270300 ,0.050378303,0.253249656,0.152093444,0.278935664,0.472951939,0.622162919,0.111120588,0.990705347
201610270600 ,0.066309808,0.987484766,0.857842943,0.751261668,0.016410343,0.174577608,0.940757714,0.794568531
201610270900 ,0.16977644,0.524293187,0.103057549,0.234693025,0.186921478,0.632927248,0.559081545,0.207408833
201610271200 ,0.609444135,0.591083539,0.930511681,0.732597816,0.634570975,0.326086999,0.809126134,0.928822347
201610271500 ,0.987381043,0.409623229,0.356504925,0.597252773,0.745993659,0.370354689,0.026772247,0.766060072
201610271800 ,0.480350343,0.153966078,0.830546708,0.051795419,0.182084666,0.413594187,0.801719363,0.739155624
201610272100 ,0.190448459,0.474927606,0.090307641,0.195679868,0.746588832,0.743795715,0.586304517,0.212014165
201610280000 ,0.256163724,0.514915902,0.734184503,0.166222773,0.530831224,0.339362772,0.837411329,0.704050103
201610280300 ,0.220000617,0.353037453,0.576362451,0.915533044,0.170941775,0.564777016,0.374414566,0.740760389
201610280600 ,0.013736763,0.09362034,0.647324133,0.563090071,0.991861242,0.86319809,0.436898073,0.839796516
201610280900 ,0.924959924,0.530508402,0.962087043,0.938384168,0.172893729,0.673586295,0.926066198,0.546124592
201610281200 ,0.98428318,0.388617504,0.943940291,0.47912458,0.826944497,0.109542402,0.066909929,0.812977762
201610281500 ,0.240754952,0.31722914,0.829571473,0.222872383,0.44880864,0.404156371,0.93543971,0.742105456
201610281800 ,0.965422377,0.433103715,0.615073017,0.55213284,0.374655181,0.127435348,0.770192987,0.789222937
201610282100 ,0.864632718,0.916790585,0.969503323,0.459671251,0.690647286,0.747481125,0.832322546,0.203649953
201610290000 ,0.593374881,0.687561295,0.744848329,0.428126251,0.342543054,0.376625105,0.187295309,0.510459237
201610290300 ,0.891505883,0.192199277,0.122945389,0.54428446,0.696269021,0.516588873,0.945306032,0.728975444
201610290600 ,0.585639499,0.3424405,0.146130362,0.048583192,0.530812857,0.135252679,0.535862704,0.579490455
201610290900 ,0.092004656,0.045392602,0.650770118,0.439463822,0.029112567,0.597885195,0.039114769,0.575744451
201610291200 ,0.34839082,0.202703095,0.020046882,0.966973661,0.286507674,0.115482225,0.701840773,0.572297264
201610291500 ,0.421444412,0.592030548,0.186435011,0.223245124,0.475776502,0.713524492,0.662688659,0.457593394
201610291800 ,0.20553246,0.628204393,0.179762122,0.897673417,0.819558757,0.863286,0.93604635,0.608454892
201610292100 ,0.638038263,0.98114951,0.819848112,0.827338609,0.788520143,0.36267249,0.203536932,0.05014575
201610300000 ,0.962654476,0.658847848,0.609157357,0.3760576,0.762909389,0.646699574,0.359640181,0.577061677
201610300300 ,0.119290142,0.047439321,0.882445552,0.871277312,0.180216856,0.813775532,0.443643003,0.159042564
201610300600 ,0.71761213,0.460767467,0.40820127,0.314478255,0.523196578,0.075435775,0.781822821,0.696412096
201610300900 ,0.757469126,0.118627901,0.572001694,0.136798165,0.953264153,0.483009497,0.649777096,0.579467728
201610301200 ,0.221226263,0.540271525,0.344925619,0.822005378,0.230560158,0.715537823,0.537778264,0.005244368
201610301500 ,0.233213639,0.167150119,0.553593764,0.080415554,0.19782883,0.878540537,0.871325126,0.407571643
201610301800 ,0.846072724,0.3135461,0.67089788,0.352621916,0.940003184,0.858851618,0.003444783,0.170552513
